#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
9	12:0	8.15	6.9	0.03	
1	14:0	11.90	58.2	0.27	
10	14:1w5	12.20	0.7	0.00	
11	15:0	14.20	16.0	0.07	
2	16:0	16.78	4782.8	22.24	
12	16:1w9	17.16	28.7	0.13	
3	16:1w7	17.34	667.3	3.10	
13	16:2w6	18.26	1.8	0.01	
14	16:2w4	18.79	34.4	0.16	
15	17:0	19.27	8.5	0.04	
16	17:1w9	19.74	1.4	0.01	
17	17:1w7	19.82	6.5	0.03	
18	17:2w5	20.90	0.9	0.00	
4	18:0	21.95	525.0	2.44	
5	18:1w9	22.48	6770.2	31.48	
6	18:1w7	22.57	85.8	0.40	
7	18:2w6	23.64	7440.4	34.59	
19	18:3w3	25.16	38.9	0.18	
20	20:0	27.10	28.4	0.13	
21	20:1w9	27.54	6.7	0.03	
22	20:2w9	28.70	23.9	0.11	
23	22:0	32.04	13.1	0.06	
8	23:0	34.45	963.0	4.48	

