#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
7	12:0	8.18	8.2	0.01	
9	14:0	11.89	165.7	0.29	
8	14:1w5	12.18	2.3	0.00	
1	15:0	14.18	48.7	0.08	
2	16:0	16.86	13925.9	24.29	
3	16:1w9	17.16	77.5	0.14	
4	16:1w7	17.35	1792.2	3.13	
10	16:2w6	18.24	4.7	0.01	
12	16:2w4	18.76	63.4	0.11	
11	17:0	19.27	25.4	0.04	
13	17:1w9	19.72	4.8	0.01	
14	17:1w7	19.80	17.8	0.03	
15	17:2w5	20.87	4.4	0.01	
16	18:0	22.02	1397.3	2.44	
17	18:1w9	22.59	21171.4	36.93	
18	18:1w7	22.64	211.0	0.37	
5	18:2w6	23.72	17487.1	30.50	
6	18:3w3	25.13	194.6	0.34	
20	20:0	27.22	66.3	0.12	
19	20:1w9	27.65	19.2	0.03	
21	20:2w9	28.78	35.0	0.06	
22	22:0	32.16	23.8	0.04	
23	23:0	34.60	580.8	1.01	


