#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
23	12:0	8.31	7.5	0.09	
21	14:0	11.96	21.5	0.26	
22	14:1w5	12.27	1.4	0.02	
20	15:0	14.23	4.6	0.06	
1	16:0	16.74	1481.9	18.08	
19	16:1w9	17.15	5.3	0.06	
2	16:1w7	17.33	123.9	1.51	
18	16:2w6	18.02	0.5	0.01	
17	16:2w4	18.80	5.8	0.07	
16	17:0	19.28	9.3	0.11	
14	17:1w9	19.82	2.1	0.03	
15	17:1w7	20.00	0.9	0.01	
13	17:2w5	20.89	0.3	0.00	
3	18:0	21.91	236.2	2.88	
4	18:1w9	22.36	1310.1	15.98	
12	18:1w7	22.46	129.5	1.58	
5	18:2w6	23.53	2155.1	26.29	
6	18:3w3	25.22	168.1	2.05	
10	20:0	27.14	8.0	0.10	
11	20:1w9	27.53	7.8	0.10	
8	20:2w9	28.75	13.9	0.17	
9	22:0	32.03	3.3	0.04	
7	23:0	34.47	2501.3	30.51	

