#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
14	12:0	8.16	8.9	0.02	
1	14:0	11.87	50.3	0.12	
15	14:1w5	12.18	7.3	0.02	
16	15:0	14.17	16.4	0.04	
2	16:0	16.77	6640.4	16.08	
3	16:1w9	17.12	45.3	0.11	
4	16:1w7	17.29	398.0	0.96	
17	16:2w6	18.23	5.1	0.01	
18	16:2w4	18.75	15.7	0.04	
5	17:0	19.24	43.2	0.10	
19	17:1w9	19.76	5.3	0.01	
21	17:1w7	19.79	10.1	0.02	
20	17:2w5	20.92	3.8	0.01	
6	18:0	21.96	1507.4	3.65	
7	18:1w9	22.50	12098.5	29.30	
8	18:1w7	22.57	114.7	0.28	
9	18:2w6	23.69	16659.4	40.34	
10	18:3w3	25.14	1176.5	2.85	
11	20:0	27.06	69.7	0.17	
22	20:1w9	27.50	16.5	0.04	
12	20:2w9	28.61	127.9	0.31	
23	22:0	31.98	25.6	0.06	
13	23:0	34.43	2248.0	5.44	

