#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
1	12:0	8.15	29.6	0.41	
2	14:0	11.92	36.5	0.51	
11	14:1w5	12.26	0.0	0.00	
12	15:0	14.22	1.6	0.02	
3	16:0	16.75	1789.9	25.05	
13	16:1w9	17.17	4.0	0.06	
4	16:1w7	17.33	68.7	0.96	
14	16:2w6	18.21	0.3	0.00	
15	16:2w4	18.80	4.5	0.06	
16	17:0	19.28	8.5	0.12	
17	17:1w9	19.82	1.5	0.02	
18	17:1w7	19.84	0.5	0.01	
19	17:2w5	20.86	0.9	0.01	
5	18:0	21.92	294.6	4.12	
6	18:1w9	22.38	1251.7	17.51	
7	18:1w7	22.55	32.6	0.46	
8	18:2w6	23.56	2015.6	28.20	
9	18:3w3	25.16	152.3	2.13	
20	20:0	27.07	10.6	0.15	
21	20:1w9	27.49	2.7	0.04	
22	20:2w9	28.62	43.0	0.60	
23	22:0	32.20	12.4	0.17	
10	23:0	34.44	1384.8	19.38	
	
