#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
1	12:0	8.23	10.6	0.02	
2	14:0	12.08	88.5	0.18	
3	14:1w5	12.39	13.1	0.03	
4	15:0	14.41	41.6	0.08	
5	16:0	17.07	9983.1	19.83	
6	16:1w9	17.41	83.0	0.16	
7	16:1w7	17.59	795.2	1.58	
8	16:2w6	18.52	18.0	0.04	
9	16:2w4	19.05	39.0	0.08	
10	17:0	19.53	40.0	0.08	
11	17:1w9	19.99	4.9	0.01	
13	17:1w7	20.07	15.3	0.03	
12	17:2w5	21.15	6.8	0.01	
14	18:0	22.26	1616.5	3.21	
20	18:1w9	22.81	14244.0	28.29	
19	18:1w7	22.88	188.9	0.38	
15	18:2w6	24.02	20118.5	39.96	
16	18:3w3	25.45	305.7	0.61	
17	20:0	27.35	66.9	0.13	
18	20:1w9	27.79	20.2	0.04	
21	20:2w9	28.94	91.3	0.18	
22	22:0	32.27	39.8	0.08	
23	23:0	34.70	2513.7	4.99	

