#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
10	12:0	8.18	39.7	0.15	
1	14:0	11.89	63.0	0.23	
11	14:1w5	12.15	0.9	0.00	
12	15:0	14.18	7.7	0.03	
2	16:0	16.76	5572.5	20.71	
13	16:1w9	17.12	22.2	0.08	
3	16:1w7	17.30	621.9	2.31	
18	16:2w6	18.05	0.7	0.00	
14	16:2w4	18.75	27.3	0.10	
15	17:0	19.24	17.1	0.06	
16	17:1w9	19.71	6.4	0.02	
17	17:1w7	19.77	11.2	0.04	
19	17:2w5	20.85	5.2	0.02	
4	18:0	21.90	659.4	2.45	
5	18:1w9	22.43	7069.9	26.27	
6	18:1w7	22.52	182.8	0.68	
7	18:2w6	23.61	9464.9	35.17	
8	18:3w3	25.11	603.1	2.24	
20	20:0	27.12	26.1	0.10	
21	20:1w9	27.55	10.6	0.04	
22	20:2w9	28.67	29.6	0.11	
23	22:0	32.03	8.2	0.03	
9	23:0	34.49	2458.3	9.14	
	
