#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
19	12:0	8.08	11.6	0.01	
1	14:0	11.86	248.1	0.25	
2	14:1w5	12.15	40.1	0.04	
3	15:0	14.17	76.0	0.08	
4	16:0	16.93	25103.4	25.48	
5	16:1w9	17.18	175.7	0.18	
6	16:1w7	17.37	2294.7	2.33	
7	16:2w6	18.24	46.4	0.05	
8	16:2w4	18.76	120.6	0.12	
9	17:0	19.27	41.3	0.04	
20	17:1w9	19.71	9.2	0.01	
22	17:1w7	19.80	23.1	0.02	
21	17:2w5	20.87	8.9	0.01	
10	18:0	22.10	2786.1	2.83	
11	18:1w9	22.63	28923.5	29.35	
23	18:1w7	22.68	388.2	0.39	
12	18:2w6	23.84	36379.4	36.92	
13	18:3w3	25.15	197.7	0.20	
14	20:0	27.07	134.0	0.14	
15	20:1w9	27.50	31.3	0.03	
16	20:2w9	28.65	106.2	0.11	
17	22:0	31.99	89.8	0.09	
18	23:0	34.42	1294.9	1.31	
	
