#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
11	12:0	8.08	12.6	0.03	
1	14:0	11.88	81.2	0.20	
12	14:1w5	12.17	12.0	0.03	
2	15:0	14.20	37.3	0.09	
3	16:0	16.83	8479.0	20.63	
4	16:1w9	17.17	68.3	0.17	
5	16:1w7	17.34	670.5	1.63	
13	16:2w6	18.27	13.4	0.03	
14	16:2w4	18.79	33.0	0.08	
15	17:0	19.28	30.8	0.08	
16	17:1w9	19.73	4.1	0.01	
18	17:1w7	19.81	10.5	0.03	
17	17:2w5	20.90	5.0	0.01	
6	18:0	22.00	1362.2	3.31	
7	18:1w9	22.54	11872.6	28.89	
8	18:1w7	22.61	162.2	0.39	
9	18:2w6	23.73	16106.7	39.19	
10	18:3w3	25.17	238.9	0.58	
19	20:0	27.08	51.7	0.13	
20	20:1w9	27.51	17.2	0.04	
21	20:2w9	28.66	48.3	0.12	
22	22:0	32.01	30.0	0.07	
23	23:0	34.44	1746.9	4.25	

