#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
1	12:0	8.12	95.5	0.22	
2	14:0	11.90	102.4	0.24	
14	14:1w5	12.20	10.0	0.02	
21	15:0	14.20	5.2	0.01	
3	16:0	16.83	8162.1	18.77	
4	16:1w9	17.17	50.0	0.12	
5	16:1w7	17.33	273.0	0.63	
15	16:2w6	18.27	10.4	0.02	
16	16:2w4	18.79	8.6	0.02	
6	17:0	19.29	49.6	0.11	
17	17:1w9	19.78	4.1	0.01	
18	17:1w7	19.89	6.7	0.02	
19	17:2w5	20.89	1.7	0.00	
7	18:0	22.02	2274.3	5.23	
22	18:1w9	22.53	10469.9	24.08	
23	18:1w7	22.61	190.9	0.44	
8	18:2w6	23.74	18016.2	41.43	
9	18:3w3	25.20	1666.3	3.83	
10	20:0	27.09	58.2	0.13	
20	20:1w9	27.65	1.5	0.00	
11	20:2w9	28.68	65.5	0.15	
12	22:0	32.02	37.0	0.09	
13	23:0	34.45	1923.1	4.42	

