#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
8	12:0	8.17	10.4	0.06	
6	14:0	11.89	27.6	0.15	
7	14:1w5	12.31	29.0	0.16	
9	15:0	14.18	14.1	0.08	
13	16:0	16.75	4582.1	24.61	
15	16:1w9	17.12	39.6	0.21	
14	16:1w7	17.29	320.3	1.72	
10	16:2w6	18.22	18.5	0.10	
21	16:2w4	18.74	19.0	0.10	
11	17:0	19.25	28.6	0.15	
22	17:1w9	19.77	2.9	0.02	
23	17:1w7	19.84	6.8	0.04	
12	17:2w5	20.84	3.1	0.02	
1	18:0	21.92	684.0	3.67	
2	18:1w9	22.39	4153.4	22.31	
3	18:1w7	22.52	240.5	1.29	
4	18:2w6	23.59	7744.2	41.59	
16	18:3w3	25.10	45.5	0.24	
17	20:0	27.16	20.0	0.11	
20	20:1w9	27.58	6.0	0.03	
18	20:2w9	28.71	40.5	0.22	
19	22:0	32.09	10.4	0.06	
5	23:0	34.50	571.6	3.07	

