#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
13	12:0	8.16	6.4	0.02	
1	14:0	11.92	85.9	0.20	
14	14:1w5	12.21	32.7	0.08	
15	15:0	14.22	27.3	0.06	
2	16:0	16.87	10306.9	24.19	
3	16:1w9	17.20	116.7	0.27	
4	16:1w7	17.38	1152.2	2.70	
5	16:2w6	18.30	59.9	0.14	
6	16:2w4	18.82	79.0	0.19	
16	17:0	19.31	47.2	0.11	
17	17:1w9	19.77	7.5	0.02	
18	17:1w7	19.86	10.8	0.03	
19	17:2w5	20.93	7.9	0.02	
7	18:0	22.01	1053.2	2.47	
8	18:1w9	22.56	11383.4	26.72	
9	18:1w7	22.64	301.8	0.71	
10	18:2w6	23.76	16974.2	39.84	
11	18:3w3	25.19	82.0	0.19	
20	20:0	27.15	40.6	0.10	
21	20:1w9	27.58	12.9	0.03	
22	20:2w9	28.74	51.9	0.12	
23	22:0	32.08	24.0	0.06	
12	23:0	34.49	740.2	1.74	
	
