#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
19	12:0	8.13	7.1	0.01	
1	14:0	11.90	70.9	0.12	
2	14:1w5	12.19	27.6	0.04	
3	15:0	14.20	42.4	0.07	
4	16:0	16.88	14708.8	23.85	
5	16:1w9	17.17	105.3	0.17	
6	16:1w7	17.35	938.8	1.52	
7	16:2w6	18.27	45.6	0.07	
8	16:2w4	18.78	44.9	0.07	
9	17:0	19.28	80.1	0.13	
20	17:1w9	19.73	5.8	0.01	
21	17:1w7	19.81	22.2	0.04	
22	17:2w5	20.89	5.1	0.01	
10	18:0	22.05	2497.0	4.05	
11	18:1w9	22.58	17400.7	28.22	
12	18:1w7	22.64	475.3	0.77	
13	18:2w6	23.78	23651.6	38.35	
14	18:3w3	25.17	274.7	0.45	
15	20:0	27.10	55.5	0.09	
23	20:1w9	27.53	15.2	0.02	
16	20:2w9	28.66	148.3	0.24	
17	22:0	32.03	46.8	0.08	
18	23:0	34.45	998.8	1.62	
	
