#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
12	12:0	8.15	7.9	0.01	
1	14:0	11.90	76.7	0.12	
13	14:1w5	12.20	14.2	0.02	
14	15:0	14.20	11.8	0.02	
2	16:0	16.85	12134.8	19.59	
3	16:1w9	17.17	68.0	0.11	
4	16:1w7	17.33	396.6	0.64	
15	16:2w6	18.26	16.3	0.03	
16	16:2w4	18.78	17.8	0.03	
5	17:0	19.28	49.1	0.08	
17	17:1w9	19.79	5.4	0.01	
19	17:1w7	19.83	15.3	0.02	
18	17:2w5	20.89	5.5	0.01	
6	18:0	22.06	3395.7	5.48	
20	18:1w9	22.58	17239.7	27.84	
21	18:1w7	22.64	229.7	0.37	
7	18:2w6	23.78	23622.8	38.14	
22	18:3w3	25.21	2465.1	3.98	
8	20:0	27.08	91.9	0.15	
23	20:1w9	27.53	18.0	0.03	
9	20:2w9	28.66	78.9	0.13	
10	22:0	32.01	47.1	0.08	
11	23:0	34.45	1921.6	3.10	
	
