#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
8	12:0	8.28	10.8	0.03	
1	14:0	12.10	41.8	0.11	
9	14:1w5	12.41	7.0	0.02	
10	15:0	14.43	20.6	0.05	
11	16:0	17.07	7992.2	21.08	
12	16:1w9	17.42	58.7	0.15	
13	16:1w7	17.59	364.1	0.96	
14	16:2w6	18.53	22.0	0.06	
15	16:2w4	19.06	17.7	0.05	
2	17:0	19.54	60.4	0.16	
16	17:1w9	20.01	2.4	0.01	
18	17:1w7	20.09	11.9	0.03	
17	17:2w5	21.17	5.2	0.01	
3	18:0	22.25	2033.7	5.36	
4	18:1w9	22.78	9670.0	25.50	
5	18:1w7	22.87	259.8	0.69	
6	18:2w6	23.99	15205.3	40.10	
7	18:3w3	25.46	360.2	0.95	
19	20:0	27.40	35.9	0.09	
20	20:1w9	27.84	9.9	0.03	
21	20:2w9	28.99	48.8	0.13	
22	22:0	32.31	29.3	0.08	
23	23:0	34.72	1652.4	4.36	
	
