#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
16	12:0	8.15	10.0	0.02	
1	14:0	11.90	70.5	0.11	
17	14:1w5	12.19	9.3	0.02	
18	15:0	14.20	13.6	0.02	
2	16:0	16.84	9925.7	15.98	
3	16:1w9	17.16	65.0	0.10	
4	16:1w7	17.33	520.8	0.84	
19	16:2w6	18.27	8.8	0.01	
5	16:2w4	18.78	23.7	0.04	
6	17:0	19.28	29.0	0.05	
20	17:1w9	19.74	6.4	0.01	
21	17:1w7	19.82	11.7	0.02	
22	17:2w5	20.89	6.6	0.01	
7	18:0	22.06	2436.1	3.92	
8	18:1w9	22.60	19376.4	31.20	
23	18:1w7	22.65	164.8	0.27	
9	18:2w6	23.79	25202.4	40.59	
10	18:3w3	25.21	2034.1	3.28	
11	20:0	27.09	103.3	0.17	
12	20:1w9	27.53	25.7	0.04	
13	20:2w9	28.65	109.6	0.18	
14	22:0	32.22	22.9	0.04	
15	23:0	34.45	1919.1	3.09	
	
