#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
11	12:0	8.16	6.8	0.04	
1	14:0	11.89	23.7	0.14	
12	14:1w5	12.19	3.7	0.02	
13	15:0	14.18	5.1	0.03	
2	16:0	16.73	2519.8	14.73	
14	16:1w9	17.13	17.6	0.10	
3	16:1w7	17.30	115.3	0.67	
15	16:2w6	18.25	1.4	0.01	
16	16:2w4	18.78	6.5	0.04	
17	17:0	19.25	8.1	0.05	
18	17:1w9	19.72	2.8	0.02	
19	17:1w7	19.79	2.9	0.02	
20	17:2w5	20.87	1.2	0.01	
4	18:0	21.91	690.6	4.04	
22	18:1w9	22.42	4367.3	25.53	
23	18:1w7	22.53	43.2	0.25	
5	18:2w6	23.60	6540.9	38.24	
6	18:3w3	25.14	559.5	3.27	
7	20:0	27.05	31.7	0.19	
21	20:1w9	27.48	8.0	0.05	
8	20:2w9	28.62	49.0	0.29	
9	22:0	32.30	28.2	0.17	
10	23:0	34.43	2071.7	12.11	
	
