#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
15	12:0	8.22	7.6	0.01	
1	14:0	12.10	71.1	0.10	
14	14:1w5	12.39	13.2	0.02	
2	15:0	14.43	44.0	0.06	
3	16:0	17.12	13874.9	20.37	
4	16:1w9	17.44	103.2	0.15	
5	16:1w7	17.61	662.0	0.97	
16	16:2w6	18.54	41.3	0.06	
17	16:2w4	19.07	33.6	0.05	
6	17:0	19.55	112.6	0.17	
18	17:1w9	20.06	7.1	0.01	
19	17:1w7	20.10	23.1	0.03	
20	17:2w5	21.18	7.8	0.01	
7	18:0	22.34	3566.9	5.24	
21	18:1w9	22.86	18052.6	26.50	
22	18:1w7	22.93	449.3	0.66	
8	18:2w6	24.09	27824.8	40.85	
9	18:3w3	25.48	599.2	0.88	
10	20:0	27.36	73.8	0.11	
23	20:1w9	27.80	20.4	0.03	
11	20:2w9	28.96	73.6	0.11	
12	22:0	32.28	64.6	0.09	
13	23:0	34.72	2393.3	3.51	

