#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
7	12:0	8.16	11.8	0.07	
1	14:0	11.87	47.5	0.26	
8	14:1w5	12.22	0.9	0.01	
9	15:0	14.16	5.0	0.03	
2	16:0	16.74	3673.7	20.41	
10	16:1w9	17.12	15.0	0.08	
3	16:1w7	17.29	373.1	2.07	
12	16:2w6	18.20	1.8	0.01	
11	16:2w4	18.76	15.9	0.09	
13	17:0	19.24	6.9	0.04	
14	17:1w9	19.70	1.5	0.01	
15	17:1w7	19.79	3.9	0.02	
16	17:2w5	20.86	2.2	0.01	
4	18:0	21.90	409.3	2.27	
22	18:1w9	22.41	4539.8	25.23	
23	18:1w7	22.52	90.5	0.50	
5	18:2w6	23.59	6345.1	35.26	
6	18:3w3	25.12	333.8	1.85	
17	20:0	27.06	17.2	0.10	
18	20:1w9	27.49	7.9	0.04	
19	20:2w9	28.63	34.8	0.19	
21	22:0	32.18	9.4	0.05	
20	23:0	34.42	2049.3	11.39	
	
