#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
11	12:0	8.14	7.2	0.02	
1	14:0	11.90	67.9	0.23	
12	14:1w5	12.28	0.7	0.00	
13	15:0	14.21	18.4	0.06	
2	16:0	16.81	6298.4	21.63	
14	16:1w9	17.16	21.2	0.07	
3	16:1w7	17.34	668.4	2.30	
15	16:2w6	18.23	0.4	0.00	
4	16:2w4	18.79	33.0	0.11	
16	17:0	19.29	13.2	0.05	
17	17:1w9	19.75	4.1	0.01	
18	17:1w7	19.83	6.0	0.02	
19	17:2w5	20.90	3.0	0.01	
5	18:0	21.97	769.2	2.64	
6	18:1w9	22.51	9203.3	31.61	
7	18:1w7	22.60	98.9	0.34	
8	18:2w6	23.67	9996.4	34.33	
9	18:3w3	25.16	89.3	0.31	
10	20:0	27.09	39.8	0.14	
20	20:1w9	27.53	12.0	0.04	
21	20:2w9	28.68	34.1	0.12	
22	22:0	32.02	17.0	0.06	
23	23:0	34.44	1715.1	5.89	

