#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
8	12:0	8.19	8.2	0.03	
1	14:0	11.92	58.1	0.24	
9	14:1w5	12.22	1.7	0.01	
10	15:0	14.22	17.2	0.07	
2	16:0	16.81	4941.1	20.72	
11	16:1w9	17.18	28.3	0.12	
12	16:1w7	17.35	554.6	2.33	
13	16:2w6	18.29	1.3	0.01	
14	16:2w4	18.81	23.2	0.10	
15	17:0	19.30	14.8	0.06	
16	17:1w9	19.76	2.1	0.01	
17	17:1w7	19.84	5.8	0.02	
18	17:2w5	20.91	1.5	0.01	
3	18:0	21.96	626.1	2.63	
4	18:1w9	22.50	7463.1	31.30	
5	18:1w7	22.59	79.5	0.33	
6	18:2w6	23.66	8030.0	33.68	
7	18:3w3	25.17	121.9	0.51	
19	20:0	27.11	34.1	0.14	
20	20:1w9	27.54	9.3	0.04	
21	20:2w9	28.69	26.3	0.11	
22	22:0	32.03	14.2	0.06	
23	23:0	34.46	1781.0	7.47	

