#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
14	12:0	8.18	7.8	0.03	
1	14:0	11.90	85.7	0.29	
15	14:1w5	12.20	2.0	0.01	
2	15:0	14.20	22.8	0.08	
3	16:0	16.81	6904.2	23.14	
4	16:1w9	17.16	50.4	0.17	
5	16:1w7	17.35	1031.4	3.46	
16	16:2w6	18.27	3.5	0.01	
6	16:2w4	18.79	57.6	0.19	
17	17:0	19.28	7.6	0.03	
18	17:1w9	19.74	2.4	0.01	
19	17:1w7	19.82	7.3	0.02	
20	17:2w5	21.05	6.3	0.02	
7	18:0	21.96	686.1	2.30	
8	18:1w9	22.50	9210.8	30.87	
9	18:1w7	22.59	114.7	0.38	
10	18:2w6	23.68	10500.6	35.20	
11	18:3w3	25.15	43.3	0.15	
12	20:0	27.10	38.2	0.13	
21	20:1w9	27.54	8.7	0.03	
22	20:2w9	28.69	28.3	0.09	
23	22:0	32.03	16.3	0.05	
13	23:0	34.46	998.0	3.35	

