#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
14	12:0	8.16	6.4	0.02	
1	14:0	11.92	39.5	0.14	
15	14:1w5	12.21	3.7	0.01	
16	15:0	14.22	7.5	0.03	
2	16:0	16.79	4518.1	15.96	
3	16:1w9	17.16	29.6	0.10	
4	16:1w7	17.33	228.4	0.81	
17	16:2w6	18.28	5.6	0.02	
18	16:2w4	18.80	9.2	0.03	
5	17:0	19.29	17.7	0.06	
19	17:1w9	19.75	3.0	0.01	
21	17:1w7	19.83	6.4	0.02	
20	17:2w5	20.90	4.3	0.02	
6	18:0	21.97	1100.5	3.89	
7	18:1w9	22.50	8571.8	30.28	
8	18:1w7	22.59	85.8	0.30	
9	18:2w6	23.68	10973.0	38.77	
10	18:3w3	25.18	753.5	2.66	
11	20:0	27.09	47.2	0.17	
22	20:1w9	27.53	8.0	0.03	
12	20:2w9	28.66	53.1	0.19	
23	22:0	32.22	2.1	0.01	
13	23:0	34.45	1829.5	6.46	
	
