#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
15	12:0	8.13	6.5	0.01	
1	14:0	11.87	57.1	0.11	
16	14:1w5	12.16	10.3	0.02	
17	15:0	14.17	17.6	0.03	
2	16:0	16.80	9809.9	18.56	
3	16:1w9	17.13	62.0	0.12	
4	16:1w7	17.29	313.3	0.59	
18	16:2w6	18.23	17.5	0.03	
19	16:2w4	18.75	13.9	0.03	
5	17:0	19.25	67.9	0.13	
20	17:1w9	19.70	2.3	0.00	
21	17:1w7	19.79	16.5	0.03	
22	17:2w5	20.86	0.9	0.00	
6	18:0	22.01	3196.1	6.05	
7	18:1w9	22.51	12803.8	24.23	
8	18:1w7	22.58	236.5	0.45	
9	18:2w6	23.74	22215.6	42.04	
10	18:3w3	25.16	1718.8	3.25	
11	20:0	27.08	60.3	0.11	
23	20:1w9	27.51	14.0	0.03	
12	20:2w9	28.63	71.6	0.14	
13	22:0	31.99	32.3	0.06	
14	23:0	34.43	2102.9	3.98	
	
