#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
8	12:0	8.18	3.1	0.02	
1	14:0	11.93	42.6	0.29	
9	14:1w5	12.17	0.4	0.00	
10	15:0	14.24	8.4	0.06	
2	16:0	16.80	3776.1	25.39	
11	16:1w9	17.19	7.9	0.05	
3	16:1w7	17.36	340.5	2.29	
12	16:2w6	18.32	1.3	0.01	
13	16:2w4	18.83	18.1	0.12	
14	17:0	19.31	4.2	0.03	
15	17:1w9	19.77	2.0	0.01	
17	17:1w7	19.85	3.3	0.02	
16	17:2w5	20.91	1.4	0.01	
18	18:0	21.96	425.0	2.86	
4	18:1w9	22.47	4050.8	27.23	
5	18:1w7	22.59	65.2	0.44	
6	18:2w6	23.63	4378.5	29.44	
7	18:3w3	25.19	41.6	0.28	
19	20:0	27.11	19.0	0.13	
20	20:1w9	27.55	8.1	0.05	
21	20:2w9	28.71	21.8	0.15	
22	22:0	32.05	10.0	0.07	
23	23:0	34.47	1644.5	11.06	
	
