#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
23	12:0	8.26	6.7	0.01	
1	14:0	12.10	47.5	0.09	
10	14:1w5	12.40	12.3	0.02	
11	15:0	14.43	29.8	0.06	
2	16:0	17.09	10903.1	20.82	
3	16:1w9	17.43	89.3	0.17	
4	16:1w7	17.60	525.3	1.00	
5	16:2w6	18.54	40.4	0.08	
12	16:2w4	19.06	23.7	0.05	
6	17:0	19.55	92.9	0.18	
13	17:1w9	20.01	4.3	0.01	
14	17:1w7	20.09	17.8	0.03	
15	17:2w5	21.18	4.9	0.01	
7	18:0	22.29	2634.2	5.03	
16	18:1w9	22.82	13680.8	26.12	
17	18:1w7	22.90	339.0	0.65	
8	18:2w6	24.05	21556.0	41.16	
9	18:3w3	25.47	566.3	1.08	
18	20:0	27.43	49.4	0.09	
19	20:1w9	27.88	19.1	0.04	
20	20:2w9	29.02	54.7	0.10	
21	22:0	32.32	36.0	0.07	
22	23:0	34.72	1643.5	3.14	
	
