#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
15	12:0	8.13	5.2	0.02	
1	14:0	11.88	33.4	0.10	
16	14:1w5	12.17	3.6	0.01	
17	15:0	14.17	11.4	0.04	
2	16:0	16.76	5662.3	17.52	
3	16:1w9	17.12	29.2	0.09	
4	16:1w7	17.29	132.5	0.41	
5	16:2w6	18.25	41.5	0.13	
18	16:2w4	18.75	7.1	0.02	
6	17:0	19.25	65.8	0.20	
19	17:1w9	19.75	2.0	0.01	
20	17:1w7	19.80	11.8	0.04	
21	17:2w5	20.86	2.2	0.01	
7	18:0	21.95	2144.0	6.63	
8	18:1w9	22.45	6773.6	20.96	
9	18:1w7	22.55	136.0	0.42	
10	18:2w6	23.67	13880.0	42.94	
11	18:3w3	25.14	1229.9	3.81	
12	20:0	27.06	34.0	0.11	
22	20:1w9	27.49	8.6	0.03	
13	20:2w9	28.62	76.2	0.24	
23	22:0	31.99	22.0	0.07	
14	23:0	34.42	2011.7	6.22	
	
