#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
12	12:0	8.14	5.5	0.02	
1	14:0	11.89	33.5	0.12	
13	14:1w5	12.19	9.1	0.03	
14	15:0	14.19	19.5	0.07	
2	16:0	16.80	6266.2	22.30	
3	16:1w9	17.15	49.9	0.18	
4	16:1w7	17.33	405.8	1.44	
15	16:2w6	18.26	21.0	0.07	
16	16:2w4	18.79	18.8	0.07	
5	17:0	19.27	34.4	0.12	
17	17:1w9	19.73	2.8	0.01	
18	17:1w7	19.81	11.0	0.04	
19	17:2w5	20.88	2.9	0.01	
6	18:0	21.96	1101.8	3.92	
7	18:1w9	22.48	7498.4	26.69	
8	18:1w7	22.58	243.4	0.87	
9	18:2w6	23.67	11041.2	39.30	
10	18:3w3	25.15	137.1	0.49	
20	20:0	27.11	25.5	0.09	
21	20:1w9	27.54	10.5	0.04	
22	20:2w9	28.70	42.3	0.15	
23	22:0	32.03	20.8	0.07	
11	23:0	34.44	1093.9	3.89	

