#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
1	12:0	8.09	64.8	0.74	
2	14:0	11.88	62.2	0.71	
8	14:1w5	12.19	0.7	0.01	
9	15:0	14.19	6.0	0.07	
3	16:0	16.73	2094.7	23.79	
10	16:1w9	17.14	7.9	0.09	
4	16:1w7	17.31	282.6	3.21	
11	16:2w6	18.10	0.6	0.01	
12	16:2w4	18.78	22.9	0.26	
13	17:0	19.27	3.3	0.04	
14	17:1w9	19.80	2.0	0.02	
15	17:1w7	19.80	1.0	0.01	
16	17:2w5	20.89	0.9	0.01	
5	18:0	21.90	214.7	2.44	
17	18:1w9	22.39	2022.3	22.97	
18	18:1w7	22.54	46.3	0.53	
6	18:2w6	23.56	2840.4	32.27	
19	18:3w3	25.14	24.1	0.27	
20	20:0	27.27	2.0	0.02	
21	20:1w9	27.68	0.9	0.01	
22	20:2w9	28.65	4.7	0.05	
23	22:0	32.30	5.8	0.07	
7	23:0	34.41	1092.3	12.41	

