#	Name	Time [Min]	Area [µV.Min]	Quantity [% Area]	
13	12:0	8.13	6.8	0.02	
1	14:0	11.87	37.2	0.10	
14	14:1w5	12.17	3.5	0.01	
15	15:0	14.17	9.6	0.03	
2	16:0	16.77	6327.0	17.15	
3	16:1w9	17.12	32.6	0.09	
4	16:1w7	17.29	145.1	0.39	
16	16:2w6	18.23	11.0	0.03	
17	16:2w4	18.75	7.9	0.02	
5	17:0	19.25	53.0	0.14	
18	17:1w9	19.69	20.2	0.05	
19	17:1w7	19.78	13.1	0.04	
20	17:2w5	20.85	2.2	0.01	
6	18:0	21.96	2451.9	6.64	
7	18:1w9	22.46	7821.1	21.19	
8	18:1w7	22.55	156.3	0.42	
9	18:2w6	23.69	16117.6	43.68	
10	18:3w3	25.15	1398.6	3.79	
11	20:0	27.07	38.1	0.10	
21	20:1w9	27.50	9.1	0.02	
22	20:2w9	28.65	52.5	0.14	
23	22:0	31.98	24.8	0.07	
12	23:0	34.42	2163.5	5.86	

